Time,Open,High,Low,Close,Volume
2024-01-19 03:00:00,17056.232,17082.897,17040.764,17082.286,60,3430
2024-01-19 04:00:00,17082.251,17108.62,17074.254,17098.231,60,3418
2024-01-19 05:00:00,17098.532,17116.042,17085.721,17107.687,60,3431
2024-01-19 06:00:00,17107.608,17125.499,17100.831,17119.12,60,3423
2024-01-19 07:00:00,17116.819,17121.053,17082.71,17110.797,60,3418
2024-01-19 08:00:00,17110.643,17127.365,17089.619,17092.799,60,3423
2024-01-19 09:00:00,17091.908,17099.119,17039.775,17082.531,60,3434
2024-01-19 10:00:00,17084.319,17114.121,17042.343,17099.82,60,1426
2024-01-19 11:00:00,17100.764,17144.095,17086.132,17139.254,60,1421
2024-01-19 12:00:00,17139.376,17196.897,17109.62,17196.087,60,1432
2024-01-19 13:00:00,17196.243,17266.642,17177.81,17265.897,60,1441
2024-01-19 14:00:00,17266.365,17308.298,17256.842,17299.82,60,1435
2024-01-19 15:00:00,17300.597,17319.499,17287.732,17314.321,60,1418
2024-01-19 16:00:00,17314.899,17334.819,17308.643,17328.064,15,1423
2024-01-22 00:00:00,17424.62,17426.789,17402.31,17407.887,60,3434
2024-01-22 01:00:00,17408.076,17422.109,17406.52,17415.287,60,3435
2024-01-22 02:00:00,17415.375,17429.121,17403.698,17406.897,60,3442
2024-01-22 03:00:00,17406.653,17411.299,17387.81,17409.076,60,3416
2024-01-22 04:00:00,17409.232,17413.798,17392.553,17407.289,60,3438
2024-01-22 05:00:00,17406.742,17416.989,17396.897,17405.232,60,3417
2024-01-22 06:00:00,17405.564,17424.899,17402.543,17405.109,60,3415
2024-01-22 07:00:00,17404.254,17451.754,17403.532,17439.599,60,3410
2024-01-22 08:00:00,17439.799,17441.297,17386.854,17396.097,60,3426
2024-01-22 09:00:00,17395.253,17452.609,17360.176,17409.221,60,3416
2024-01-22 10:00:00,17409.389,17419.865,17308.209,17319.553,60,1433
2024-01-22 11:00:00,17319.742,17382.899,17309.887,17380.198,60,1423
2024-01-22 12:00:00,17380.297,17382.021,17331.02,17352.286,60,1421
2024-01-22 13:00:00,17352.176,17354.575,17304.054,17348.586,60,1423
2024-01-22 14:00:00,17349.375,17356.089,17311.331,17338.721,60,1419
2024-01-22 15:00:00,17339.22,17358.81,17323.621,17330.164,60,1434
2024-01-22 16:00:00,17329.687,17330.787,17314.254,17319.919,15,1429
2024-01-22 18:00:00,17327.775,17344.297,17321.565,17334.531,60,1419
2024-01-22 19:00:00,17334.387,17345.319,17331.398,17341.819,60,3414
2024-01-22 20:00:00,17342.553,17354.786,17324.621,17348.299,60,3434
2024-01-22 21:00:00,17347.842,17357.821,17339.353,17340.108,60,3430
2024-01-22 22:00:00,17340.121,17354.789,17335.71,17336.389,60,3429
2024-01-22 23:00:00,17336.152,17350.419,17335.719,17344.709,60,3435
2024-01-23 00:00:00,17344.619,17350.599,17337.598,17340.831,60,3418
2024-01-23 01:00:00,17341.254,17350.809,17339.042,17347.053,60,3429
2024-01-23 02:00:00,17347.018,17357.309,17345.054,17352.131,60,3455
2024-01-23 03:00:00,17352.408,17354.554,17294.131,17309.51,60,3435
2024-01-23 04:00:00,17309.519,17339.299,17306.321,17335.631,60,3433
2024-01-23 05:00:00,17335.597,17335.708,17308.553,17320.575,60,3423
2024-01-23 06:00:00,17320.842,17350.289,17320.732,17346.543,60,3443
2024-01-23 07:00:00,17346.11,17360.064,17338.375,17354.053,60,3430
2024-01-23 08:00:00,17353.743,17397.899,17353.108,17372.087,60,3438
2024-01-23 09:00:00,17371.71,17372.808,17283.62,17348.053,60,3412
2024-01-23 10:00:00,17347.121,17358.11,17303.286,17327.353,60,1430
2024-01-23 11:00:00,17327.598,17353.575,17302.375,17341.789,60,1424
2024-01-23 12:00:00,17341.754,17368.276,17316.709,17364.254,60,1434
2024-01-23 13:00:00,17364.786,17367.643,17335.054,17356.789,60,1420
2024-01-23 14:00:00,17356.72,17375.376,17339.332,17369.086,60,1425
2024-01-23 15:00:00,17369.564,17413.889,17364.654,17404.176,60,1430
2024-01-23 16:00:00,17404.021,17429.187,17385.332,17407.064,15,1431
2024-01-23 18:00:00,17431.264,17453.589,17430.754,17451.665,60,3403
2024-01-23 19:00:00,17451.254,17464.108,17446.386,17461.021,60,3420
2024-01-23 20:00:00,17460.02,17460.899,17444.71,17458.265,60,3427
2024-01-23 21:00:00,17458.789,17462.889,17451.232,17461.909,60,3435
2024-01-23 22:00:00,17461.874,17473.098,17460.342,17469.376,60,3435
2024-01-23 23:00:00,17469.385,17472.554,17464.51,17470.319,60,3403
2024-01-24 00:00:00,17470.186,17484.989,17466.22,17479.032,60,3414
2024-01-24 01:00:00,17479.243,17506.899,17476.809,17496.164,60,3417
2024-01-24 02:00:00,17495.821,17517.076,17492.909,17509.032,60,3449
2024-01-24 03:00:00,17510.676,17529.02,17503.731,17525.109,60,3434
2024-01-24 04:00:00,17523.775,17541.721,17519.02,17537.064,60,3420
2024-01-24 05:00:00,17536.142,17540.764,17518.521,17527.542,60,3434
2024-01-24 06:00:00,17526.754,17537.808,17519.064,17521.221,60,3442
2024-01-24 07:00:00,17520.775,17546.499,17517.22,17539.276,60,3405
2024-01-24 08:00:00,17539.299,17567.819,17531.62,17540.053,60,3432
2024-01-24 09:00:00,17539.989,17571.832,17514.31,17546.899,60,3436
2024-01-24 10:00:00,17546.186,17641.864,17515.643,17612.62,60,1439
2024-01-24 11:00:00,17612.619,17628.675,17565.22,17624.886,60,1411
2024-01-24 12:00:00,17624.765,17667.919,17611.309,17660.032,60,1444
2024-01-24 13:00:00,17659.775,17659.808,17570.854,17589.042,60,1429
2024-01-24 14:00:00,17588.71,17593.01,17506.754,17539.499,60,1430
2024-01-24 15:00:00,17539.899,17558.276,17479.819,17502.565,60,1444
2024-01-24 16:00:00,17501.708,17509.589,17445.242,17472.499,15,1423
2024-01-24 18:00:00,17495.664,17507.289,17486.31,17497.097,60,3443
2024-01-24 19:00:00,17496.62,17503.108,17480.708,17503.108,60,3437
2024-01-24 20:00:00,17503.253,17515.898,17471.021,17488.22,60,3409
2024-01-24 21:00:00,17487.819,17497.864,17469.564,17482.175,60,3426
2024-01-24 22:00:00,17482.265,17489.21,17474.02,17485.808,60,3408
2024-01-24 23:00:00,17486.109,17497.589,17484.053,17490.109,60,3415
2024-01-25 00:00:00,17489.687,17507.576,17484.565,17506.221,60,3429
2024-01-25 01:00:00,17506.599,17510.609,17494.72,17503.798,60,3429
2024-01-25 02:00:00,17503.543,17527.175,17500.909,17508.075,60,3430
2024-01-25 03:00:00,17507.62,17535.521,17483.521,17515.831,60,3419
2024-01-25 04:00:00,17516.12,17521.399,17496.52,17508.543,60,3454
2024-01-25 05:00:00,17508.231,17508.999,17491.242,17497.698,60,3407
2024-01-25 06:00:00,17497.797,17528.089,17490.664,17527.51,60,3439
2024-01-25 07:00:00,17528.089,17543.743,17514.864,17517.864,60,3425
2024-01-25 08:00:00,17518.61,17595.499,17495.397,17586.854,60,3434
2024-01-25 09:00:00,17587.665,17607.809,17541.376,17550.143,60,3434
2024-01-25 10:00:00,17549.698,17618.01,17529.098,17587.821,60,1426
2024-01-25 11:00:00,17587.632,17631.897,17564.608,17604.298,60,1424
2024-01-25 12:00:00,17604.342,17611.742,17513.564,17531.297,60,1438
2024-01-25 13:00:00,17531.989,17561.889,17450.61,17457.221,60,1428
2024-01-25 14:00:00,17455.853,17489.499,17422.597,17489.076,60,1433
2024-01-25 15:00:00,17489.886,17520.908,17472.197,17519.743,60,1423
2024-01-25 16:00:00,17519.799,17531.598,17477.297,17486.054,15,1422
2024-01-25 18:00:00,17448.643,17449.399,17413.62,17425.108,60,3421
2024-01-25 19:00:00,17425.989,17432.575,17411.865,17413.387,60,3420
2024-01-25 20:00:00,17413.531,17413.531,17391.532,17402.22,60,3430
2024-01-25 21:00:00,17402.332,17422.743,17399.675,17401.31,60,3433
2024-01-25 22:00:00,17401.286,17409.919,17396.243,17400.298,60,3438
2024-01-25 23:00:00,17400.409,17402.386,17366.586,17374.064,60,3437
2024-01-26 00:00:00,17373.754,17405.231,17372.51,17388.543,60,3426
2024-01-26 01:00:00,17389.332,17390.899,17362.531,17382.11,60,3423
2024-01-26 02:00:00,17382.319,17393.754,17350.364,17353.989,60,3417
2024-01-26 03:00:00,17353.796,17379.489,17348.831,17366.276,60,3434
2024-01-26 04:00:00,17368.11,17415.553,17351.32,17414.754,60,3410
2024-01-26 05:00:00,17417.31,17429.098,17401.709,17417.043,60,3423
2024-01-26 06:00:00,17417.187,17437.608,17403.542,17435.554,60,3416
2024-01-26 07:00:00,17435.376,17472.799,17430.808,17448.386,60,3432
2024-01-26 08:00:00,17448.565,17494.042,17421.62,17480.398,60,3417
2024-01-26 09:00:00,17480.81,17480.864,17401.187,17434.632,60,3422
2024-01-26 10:00:00,17433.02,17512.842,17391.098,17512.764,60,1430
2024-01-26 11:00:00,17512.499,17515.687,17463.719,17495.989,60,1422
2024-01-26 12:00:00,17495.62,17517.331,17401.354,17414.132,60,1433
2024-01-26 13:00:00,17414.31,17435.499,17390.232,17404.789,60,1426
2024-01-26 14:00:00,17405.02,17459.899,17400.72,17448.619,60,1424
2024-01-26 15:00:00,17448.21,17453.11,17402.587,17414.864,60,1434
2024-01-26 16:00:00,17414.643,17417.398,17394.01,17395.386,15,1427
2024-01-29 00:00:00,17418.065,17423.71,17412.764,17419.621,60,3430
2024-01-29 01:00:00,17419.776,17440.108,17416.854,17432.775,60,3418
2024-01-29 02:00:00,17432.698,17445.389,17428.61,17444.297,60,3403
2024-01-29 03:00:00,17445.632,17471.687,17428.754,17469.565,60,3427
2024-01-29 04:00:00,17467.776,17477.753,17427.898,17434.742,60,3422
2024-01-29 05:00:00,17434.608,17459.789,17431.042,17450.72,60,3427
2024-01-29 06:00:00,17451.265,17461.587,17443.786,17454.575,60,3420
2024-01-29 07:00:00,17454.332,17464.721,17434.065,17442.643,60,3422
2024-01-29 08:00:00,17442.743,17453.308,17425.52,17433.176,60,3430
2024-01-29 09:00:00,17433.075,17471.489,17418.276,17446.076,60,3434
2024-01-29 10:00:00,17446.197,17460.989,17416.708,17419.354,60,1423
2024-01-29 11:00:00,17419.175,17471.489,17409.71,17470.131,60,1425
2024-01-29 12:00:00,17470.619,17497.754,17465.664,17486.789,60,1431
2024-01-29 13:00:00,17486.775,17492.919,17467.643,17476.875,60,1431
2024-01-29 14:00:00,17477.087,17523.098,17472.31,17515.064,60,1422
2024-01-29 15:00:00,17515.175,17604.589,17515.175,17595.164,60,1428
2024-01-29 16:00:00,17595.786,17597.654,17575.643,17586.619,15,1425
2024-01-29 18:00:00,17596.221,17619.519,17588.109,17609.889,60,3446
2024-01-29 19:00:00,17609.454,17623.489,17598.632,17616.486,60,3433
2024-01-29 20:00:00,17616.299,17618.699,17590.587,17600.199,60,3398
2024-01-29 21:00:00,17600.075,17606.889,17593.621,17605.497,60,3433
2024-01-29 22:00:00,17605.243,17610.52,17596.653,17597.786,60,3437
2024-01-29 23:00:00,17597.675,17605.219,17596.976,17600.008,60,3444
2024-01-30 00:00:00,17600.965,17616.399,17599.132,17611.189,60,3435
2024-01-30 01:00:00,17611.476,17614.954,17588.709,17593.143,60,3436
2024-01-30 02:00:00,17593.421,17594.475,17563.921,17578.797,60,3419
2024-01-30 03:00:00,17576.097,17608.519,17553.508,17605.276,60,3429
2024-01-30 04:00:00,17604.889,17608.976,17572.475,17579.553,60,3410
2024-01-30 05:00:00,17579.209,17599.986,17576.164,17586.464,60,3417
2024-01-30 06:00:00,17587.164,17590.631,17571.42,17587.154,60,3418
2024-01-30 07:00:00,17587.632,17590.454,17565.209,17568.12,60,3428
2024-01-30 08:00:00,17568.987,17571.986,17541.075,17548.889,60,3426
2024-01-30 09:00:00,17548.663,17573.487,17532.987,17562.009,60,3418
2024-01-30 10:00:00,17563.11,17563.509,17509.71,17530.665,60,1420
2024-01-30 11:00:00,17530.864,17545.375,17516.632,17531.208,60,1422
2024-01-30 12:00:00,17531.608,17538.575,17454.386,17464.775,60,1425
2024-01-30 13:00:00,17464.532,17492.899,17445.764,17461.753,60,1412
2024-01-30 14:00:00,17462.52,17492.242,17439.586,17481.086,60,1432
2024-01-30 15:00:00,17481.831,17499.589,17467.798,17476.775,60,1433
2024-01-30 16:00:00,17475.089,17497.808,17413.042,17457.81,15,1424
2024-01-30 18:00:00,17304.609,17354.019,17302.387,17340.043,60,3412
2024-01-30 19:00:00,17340.309,17352.589,17335.309,17338.454,60,3421
2024-01-30 20:00:00,17338.943,17344.409,17321.575,17324.776,60,3420
2024-01-30 21:00:00,17324.789,17333.599,17316.32,17331.442,60,3423
2024-01-30 22:00:00,17331.553,17338.275,17324.897,17329.832,60,3432
2024-01-30 23:00:00,17330.22,17343.699,17329.286,17341.689,60,3435
2024-01-31 00:00:00,17341.507,17346.919,17333.987,17335.189,60,3437
2024-01-31 01:00:00,17335.299,17345.231,17321.853,17323.486,60,3420
2024-01-31 02:00:00,17323.242,17357.999,17319.531,17347.809,60,3423
2024-01-31 03:00:00,17347.475,17360.454,17333.721,17338.565,60,3436
2024-01-31 04:00:00,17338.596,17340.809,17235.22,17271.999,60,3429
2024-01-31 05:00:00,17271.773,17274.931,17248.286,17248.943,60,3433
2024-01-31 06:00:00,17249.509,17288.453,17225.753,17285.421,60,3427
2024-01-31 07:00:00,17286.119,17322.721,17276.431,17319.964,60,3424
2024-01-31 08:00:00,17320.231,17344.776,17292.275,17297.898,60,3424
2024-01-31 09:00:00,17297.776,17318.964,17240.519,17265.998,60,3411
2024-01-31 10:00:00,17265.798,17279.199,17181.231,17198.597,60,1423
2024-01-31 11:00:00,17198.551,17247.789,17198.119,17237.298,60,1420
2024-01-31 12:00:00,17237.786,17269.008,17230.897,17267.743,60,1416
2024-01-31 13:00:00,17268.265,17300.999,17263.342,17281.499,60,1422
2024-01-31 14:00:00,17281.842,17381.254,17208.289,17275.976,60,1424
2024-01-31 15:00:00,17276.075,17283.008,17128.242,17137.298,60,1413
2024-01-31 16:00:00,17136.309,17167.419,17118.686,17164.686,15,1414
2024-01-31 18:00:00,17179.131,17191.575,17168.02,17183.765,60,3426
2024-01-31 19:00:00,17183.708,17217.719,17182.208,17205.709,60,3425
2024-01-31 20:00:00,17205.743,17212.954,17191.764,17206.732,60,3426
2024-01-31 21:00:00,17206.785,17225.508,17202.709,17217.498,60,3429
2024-01-31 22:00:00,17217.686,17223.189,17189.421,17213.286,60,3433
2024-01-31 23:00:00,17213.043,17227.189,17212.42,17218.798,60,3451
2024-02-01 00:00:00,17218.708,17219.499,17197.976,17198.697,60,3436
2024-02-01 01:00:00,17198.532,17206.743,17168.421,17172.51,60,3427
2024-02-01 02:00:00,17173.499,17221.199,17164.21,17217.108,60,3422
2024-02-01 03:00:00,17216.609,17254.475,17214.797,17252.62,60,3423
2024-02-01 04:00:00,17251.143,17256.642,17223.153,17232.52,60,3413
2024-02-01 05:00:00,17232.529,17255.076,17227.564,17254.209,60,3418
2024-02-01 06:00:00,17254.064,17259.019,17226.943,17238.797,60,3415
2024-02-01 07:00:00,17238.953,17264.708,17230.553,17247.586,60,3428
2024-02-01 08:00:00,17247.584,17258.465,17203.753,17237.189,60,3417
2024-02-01 09:00:00,17236.952,17251.799,17191.165,17207.565,60,3429
2024-02-01 10:00:00,17207.787,17276.689,17176.189,17179.686,60,1405
2024-02-01 11:00:00,17179.187,17240.299,17170.008,17230.42,60,1425
2024-02-01 12:00:00,17230.775,17316.608,17228.487,17287.186,60,1422
2024-02-01 13:00:00,17286.965,17304.999,17233.42,17276.92,60,1432
2024-02-01 14:00:00,17277.743,17340.587,17276.921,17336.719,60,1418
2024-02-01 15:00:00,17336.51,17356.889,17308.131,17343.097,60,1431
2024-02-01 16:00:00,17342.586,17457.753,17320.298,17448.221,15,1425
2024-02-01 18:00:00,17490.22,17511.219,17484.719,17498.154,60,3417
2024-02-01 19:00:00,17496.719,17506.889,17486.11,17506.71,60,3433
2024-02-01 20:00:00,17506.943,17535.486,17503.11,17526.399,60,3437
2024-02-01 21:00:00,17526.265,17529.164,17509.921,17523.598,60,3436
2024-02-01 22:00:00,17524.289,17525.619,17506.431,17507.208,60,3452
2024-02-01 23:00:00,17507.129,17516.775,17504.298,17511.175,60,3420
2024-02-02 00:00:00,17510.731,17523.199,17507.453,17516.597,60,3409
2024-02-02 01:00:00,17516.686,17517.799,17499.509,17512.508,60,3444
2024-02-02 02:00:00,17512.532,17512.585,17494.819,17499.709,60,3418
2024-02-02 03:00:00,17499.299,17532.199,17484.031,17520.921,60,3414
2024-02-02 04:00:00,17521.631,17540.042,17504.665,17516.643,60,3415
2024-02-02 05:00:00,17517.121,17532.065,17503.731,17513.421,60,3429
2024-02-02 06:00:00,17513.709,17523.997,17506.41,17523.709,60,3416
2024-02-02 07:00:00,17523.808,17547.899,17508.264,17528.464,60,3402
2024-02-02 08:00:00,17529.164,17538.964,17388.297,17400.943,60,3437
2024-02-02 09:00:00,17401.432,17529.308,17371.432,17499.953,60,3423
2024-02-02 10:00:00,17499.995,17575.119,17458.786,17548.443,60,1407
2024-02-02 11:00:00,17548.132,17626.108,17515.154,17610.975,60,1411
2024-02-02 12:00:00,17611.575,17664.753,17573.475,17618.431,60,1427
2024-02-02 13:00:00,17618.642,17647.732,17590.264,17637.389,60,1433
2024-02-02 14:00:00,17638.042,17684.009,17636.631,17671.421,60,1431
2024-02-02 15:00:00,17672.389,17682.976,17637.721,17639.286,60,1433
2024-02-02 16:00:00,17639.508,17639.508,17609.499,17631.519,15,1425
2024-02-05 00:00:00,17593.286,17606.289,17586.21,17600.286,60,3423
2024-02-05 01:00:00,17599.987,17613.489,17597.92,17604.043,60,3419
2024-02-05 02:00:00,17604.052,17621.853,17597.465,17604.498,60,3402
2024-02-05 03:00:00,17604.543,17635.086,17597.286,17627.465,60,3433
2024-02-05 04:00:00,17627.452,17631.497,17584.342,17593.52,60,3409
2024-02-05 05:00:00,17593.431,17632.786,17593.253,17627.819,60,3427
2024-02-05 06:00:00,17628.932,17631.699,17611.41,17617.476,60,3422
2024-02-05 07:00:00,17617.408,17645.089,17610.298,17642.431,60,3426
2024-02-05 08:00:00,17641.965,17648.321,17600.264,17609.854,60,3434
2024-02-05 09:00:00,17609.976,17647.576,17587.009,17615.999,60,3424
2024-02-05 10:00:00,17600.218,17610.298,17465.231,17503.497,60,1410
2024-02-05 11:00:00,17503.921,17573.597,17495.309,17570.32,60,1423
2024-02-05 12:00:00,17570.384,17630.275,17565.01,17605.387,60,1422
2024-02-05 13:00:00,17605.231,17631.909,17588.51,17607.41,60,1439
2024-02-05 14:00:00,17607.764,17655.042,17593.064,17646.287,60,1435
2024-02-05 15:00:00,17646.742,17647.573,17584.321,17606.608,60,1424
2024-02-05 16:00:00,17606.943,17618.243,17589.253,17611.489,15,1424
2024-02-05 18:00:00,17614.089,17621.419,17603.864,17606.897,60,3420
2024-02-05 19:00:00,17607.289,17622.889,17605.175,17618.299,60,3406
2024-02-05 20:00:00,17617.797,17631.709,17615.71,17630.021,60,3424
2024-02-05 21:00:00,17630.264,17641.799,17627.031,17634.789,60,3404
2024-02-05 22:00:00,17634.786,17648.889,17633.843,17640.489,60,3421
2024-02-05 23:00:00,17639.609,17652.732,17637.886,17649.275,60,3423
2024-02-06 00:00:00,17649.554,17662.297,17646.375,17648.819,60,3407
2024-02-06 01:00:00,17648.821,17652.142,17641.142,17647.587,60,3437
2024-02-06 02:00:00,17647.687,17679.109,17645.232,17673.787,60,3408
2024-02-06 03:00:00,17674.108,17678.989,17652.054,17655.254,60,3419
2024-02-06 04:00:00,17655.419,17668.254,17635.754,17641.565,60,3416
2024-02-06 05:00:00,17641.999,17648.119,17626.797,17647.51,60,3399
2024-02-06 06:00:00,17647.797,17651.52,17586.221,17603.908,60,3440
2024-02-06 07:00:00,17603.375,17618.397,17582.032,17616.176,60,3431
2024-02-06 08:00:00,17616.042,17655.353,17612.086,17647.709,60,3438
2024-02-06 09:00:00,17647.887,17679.165,17565.253,17567.331,60,3431
2024-02-06 10:00:00,17567.675,17570.789,17510.665,17550.319,60,1416
2024-02-06 11:00:00,17550.765,17575.254,17490.331,17498.865,60,1412
2024-02-06 12:00:00,17499.676,17528.187,17473.12,17503.889,60,1417
2024-02-06 13:00:00,17503.743,17545.119,17500.31,17543.309,60,1420
2024-02-06 14:00:00,17543.198,17552.643,17475.064,17547.82,60,1433
2024-02-06 15:00:00,17548.032,17575.153,17511.086,17573.365,60,1422
2024-02-06 16:00:00,17574.417,17579.789,17555.531,17556.865,15,1407
2024-02-06 18:00:00,17559.798,17575.332,17559.798,17564.887,60,3425
2024-02-06 19:00:00,17565.489,17573.299,17558.187,17571.164,60,3432
2024-02-06 20:00:00,17571.875,17624.219,17570.798,17599.165,60,3394
2024-02-06 21:00:00,17599.087,17602.619,17587.82,17599.219,60,3434
2024-02-06 22:00:00,17599.619,17602.031,17573.754,17573.754,60,3431
2024-02-06 23:00:00,17574.109,17577.319,17567.586,17571.576,60,3400
2024-02-07 00:00:00,17571.343,17577.886,17565.786,17576.698,60,3429
2024-02-07 01:00:00,17576.798,17576.899,17542.719,17560.686,60,3429
2024-02-07 02:00:00,17561.099,17565.053,17544.798,17553.354,60,3429
2024-02-07 03:00:00,17553.642,17570.032,17549.364,17568.721,60,3422
2024-02-07 04:00:00,17568.308,17589.164,17561.586,17587.043,60,3428
2024-02-07 05:00:00,17587.063,17596.242,17565.776,17574.819,60,3432
2024-02-07 06:00:00,17574.843,17601.132,17570.587,17593.565,60,3429
2024-02-07 07:00:00,17593.899,17623.789,17566.565,17621.819,60,3425
2024-02-07 08:00:00,17622.054,17659.276,17618.286,17648.631,60,3411
2024-02-07 09:00:00,17648.798,17691.789,17632.989,17660.065,60,3420
2024-02-07 10:00:00,17659.787,17785.198,17639.732,17743.654,60,1430
2024-02-07 11:00:00,17743.51,17763.399,17713.175,17754.789,60,1422
2024-02-07 12:00:00,17754.743,17763.542,17690.064,17729.521,60,1415
2024-02-07 13:00:00,17729.32,17769.108,17699.365,17762.243,60,1426
2024-02-07 14:00:00,17762.554,17772.654,17742.754,17765.719,60,1415
2024-02-07 15:00:00,17765.531,17777.789,17741.886,17752.219,60,1439
2024-02-07 16:00:00,17752.31,17765.631,17745.82,17763.908,15,1436
2024-02-07 18:00:00,17767.689,17768.131,17750.243,17757.053,60,3414
2024-02-07 19:00:00,17757.12,17758.276,17751.121,17753.799,60,3427
2024-02-07 20:00:00,17753.676,17767.053,17751.954,17766.319,60,3404
2024-02-07 21:00:00,17766.165,17772.689,17758.52,17761.189,60,3414
2024-02-07 22:00:00,17760.675,17764.689,17758.531,17761.108,60,3435
2024-02-07 23:00:00,17761.153,17768.064,17760.22,17765.699,60,3462
2024-02-08 00:00:00,17765.564,17769.109,17757.632,17761.665,60,3412
2024-02-08 01:00:00,17761.652,17772.199,17757.91,17769.564,60,3423
2024-02-08 02:00:00,17769.508,17777.189,17759.998,17761.664,60,3430
2024-02-08 03:00:00,17762.199,17767.899,17738.165,17753.142,60,3419
2024-02-08 04:00:00,17752.798,17768.289,17752.798,17762.143,60,3428
2024-02-08 05:00:00,17762.454,17766.199,17747.031,17753.208,60,3423
2024-02-08 06:00:00,17752.943,17754.319,17716.297,17726.42,60,3434
2024-02-08 07:00:00,17726.697,17736.299,17718.642,17722.453,60,3419
2024-02-08 08:00:00,17724.631,17743.009,17708.608,17740.521,60,3432
2024-02-08 09:00:00,17739.931,17769.999,17723.809,17768.987,60,3418
2024-02-08 10:00:00,17768.963,17811.499,17743.531,17808.542,60,1419
2024-02-08 11:00:00,17809.519,17813.399,17778.319,17805.797,60,1431
2024-02-08 12:00:00,17805.997,17815.553,17768.721,17775.52,60,1401
2024-02-08 13:00:00,17775.62,17811.465,17771.11,17787.797,60,1425
2024-02-08 14:00:00,17788.197,17794.497,17746.654,17782.799,60,1436
2024-02-08 15:00:00,17782.019,17798.053,17767.165,17782.743,60,1435
2024-02-08 16:00:00,17783.664,17783.664,17770.731,17775.699,15,1422
2024-02-08 18:00:00,17778.71,17788.499,17770.309,17785.119,60,3435
2024-02-08 19:00:00,17785.154,17795.019,17776.421,17777.154,60,3430
2024-02-08 20:00:00,17777.042,17783.064,17770.042,17772.664,60,3430
2024-02-08 21:00:00,17772.164,17782.199,17771.22,17778.51,60,3424
2024-02-08 22:00:00,17778.508,17787.543,17778.132,17787.189,60,3457
2024-02-08 23:00:00,17787.054,17787.665,17781.41,17781.942,60,3427
2024-02-09 00:00:00,17781.775,17788.999,17779.521,17781.197,60,3397
2024-02-09 01:00:00,17781.664,17784.487,17777.609,17779.699,60,3413
2024-02-09 02:00:00,17779.521,17804.789,17779.521,17804.042,60,3441
2024-02-09 03:00:00,17804.051,17844.299,17803.219,17837.475,60,3407
2024-02-09 04:00:00,17837.451,17837.451,17802.475,17822.497,60,3422
2024-02-09 05:00:00,17821.532,17838.487,17820.132,17831.942,60,3411
2024-02-09 06:00:00,17832.176,17841.631,17817.676,17836.421,60,3431
2024-02-09 07:00:00,17836.121,17856.687,17832.487,17832.954,60,3403
2024-02-09 08:00:00,17833.421,17889.399,17820.809,17848.164,60,3417
2024-02-09 09:00:00,17848.01,17863.687,17794.221,17860.697,60,3414
2024-02-09 10:00:00,17861.608,17917.054,17843.608,17912.654,60,1414
2024-02-09 11:00:00,17913.243,17927.699,17887.41,17912.543,60,1424
2024-02-09 12:00:00,17912.664,17947.098,17898.298,17944.009,60,1419
2024-02-09 13:00:00,17944.075,17964.899,17940.719,17956.487,60,1430
2024-02-09 14:00:00,17956.286,17988.499,17947.731,17972.976,60,1435
2024-02-09 15:00:00,17973.187,17974.609,17948.975,17955.209,60,1429
2024-02-09 16:00:00,17957.075,17959.598,17946.053,17947.709,15,1430
2024-02-12 00:00:00,17936.953,17939.276,17933.565,17936.809,60,3403
2024-02-12 01:00:00,17936.887,17947.509,17936.232,17940.964,60,3430
2024-02-12 02:00:00,17940.842,17966.953,17938.809,17955.754,60,3420
2024-02-12 03:00:00,17955.497,17973.199,17953.253,17963.343,60,3401
2024-02-12 04:00:00,17963.396,17977.275,17960.954,17969.398,60,3409
2024-02-12 05:00:00,17969.499,17976.754,17961.343,17968.831,60,3385
2024-02-12 06:00:00,17968.798,17974.499,17960.309,17962.42,60,3445
2024-02-12 07:00:00,17962.397,17967.943,17949.987,17958.286,60,3419
2024-02-12 08:00:00,17958.865,17965.842,17944.597,17947.253,60,3401
2024-02-12 09:00:00,17947.386,17969.464,17926.41,17960.842,60,3434
2024-02-12 10:00:00,17961.289,18005.819,17936.419,18001.31,60,1417
2024-02-12 11:00:00,18002.089,18043.321,17985.321,18022.409,60,1422
2024-02-12 12:00:00,18022.699,18030.499,17989.089,18025.465,60,1404
2024-02-12 13:00:00,18026.32,18031.099,17914.043,17943.419,60,1415
2024-02-12 14:00:00,17942.432,17947.199,17858.443,17872.732,60,1426
2024-02-12 15:00:00,17872.587,17906.932,17869.82,17886.365,60,1421
2024-02-12 16:00:00,17886.586,17888.842,17843.319,17846.42,15,1425
2024-02-12 18:00:00,17847.797,17862.887,17839.875,17860.689,60,3431
2024-02-12 19:00:00,17860.521,17862.019,17840.753,17852.075,60,3429
2024-02-12 20:00:00,17851.842,17854.299,17843.276,17848.831,60,3416
2024-02-12 21:00:00,17848.786,17862.189,17844.475,17856.319,60,3399
2024-02-12 22:00:00,17856.331,17857.331,17846.954,17848.689,60,3437
2024-02-12 23:00:00,17848.586,17854.999,17846.21,17852.199,60,3424
2024-02-13 00:00:00,17851.81,17865.71,17851.243,17862.299,60,3458
2024-02-13 01:00:00,17862.286,17882.799,17862.189,17874.52,60,3421
2024-02-13 02:00:00,17874.699,17880.865,17862.575,17876.798,60,3422
